"","text","likes","retweets","timestamp","id"
"534","Let’s unite.

Let’s beat Donald Trump.

And let’s take back this country!",50442,7639,2020-03-04 04:13:00,1235055833894883328
"535","I want to thank our incredible supporters and volunteers across the country. Your faith in our campaign — especially when the pundits and the media counted us out — means the world to me. Let’s go win this, together. https://t.co/ddCTPg9WZZ",11071,1988,2020-03-04 05:00:00,1235067575710765056
"536","Team, because of you we had an incredible Super Tuesday. Now, it's time to focus on beating Donald Trump. We can get him out of the White House with your help.

Please chip in a few dollars to help us win this thing: https://t.co/Fxrb2ujqWM https://t.co/AOwK3JKR2i",19639,4376,2020-03-04 05:32:00,1235075499145064448
"537","Call it a W. Thank you, Texas. https://t.co/iXFI1ys9wi",18013,2721,2020-03-04 06:46:00,1235094180097122304
"538","Thank you, Texas! https://t.co/QjmWecyyFD",32390,4353,2020-03-04 06:47:00,1235094384493727744
"539","I'm Joe Biden and I'm running a campaign that chooses: Hope over fear. Unity over division. Truth over lies.

And to supporters of Pete, Amy, and Beto: last night was your win too — and I’m here to earn your vote. So join us: https://t.co/Wye3ZV9uuQ https://t.co/oDTZsrcMFi",20165,4568,2020-03-04 14:58:00,1235218114461212672
"540",".@MikeBloomberg, I can’t thank you enough for your support—and for your tireless work on everything from gun safety reform to climate change. This race is bigger than candidates and bigger than politics. It’s about defeating Donald Trump, and with your help, we’re gonna do it.",77390,11893,2020-03-04 15:52:00,1235231527191093248
"541","I have said it many times in this campaign. This nation will be able to overcome four years of Donald Trump. But if this man is reelected, we won’t recognize this country in a few years.

We have to get Trump out of the White House.",67600,11510,2020-03-04 17:50:00,1235261222854856704
"542","Thank you, Maine! https://t.co/scy7BwVQCy",14043,1876,2020-03-04 20:13:00,1235297357648015360
"543","We need judges who will respect Roe v. Wade as the law, and we need a Congress that will protect reproductive rights. If I'm president, that leadership will start at the top.",5215,908,2020-03-04 20:52:00,1235307108117221376
"544","There is an assault on abortion access, and today it has reached the Supreme Court. It's time for our leaders to stand up for women's rights. https://t.co/RFEUC1YLjM",9092,2214,2020-03-04 20:52:00,1235307106682777600
"545","Most Americans don't want the false promise of a revolution — they want results. https://t.co/8ElpMRChuc",10652,2164,2020-03-04 21:55:00,1235322880314892288
"546","America was built on the simple idea that we're all created equal—but we've never lived up to it. We've had to fight for it. And we've got to recognize the women who have kept the fires of justice and equality blazing, lighting the way forward for us all. #WomensHistoryMonth",16506,3090,2020-03-04 23:01:00,1235339488802594816
"547","I'm grateful that over 125 elected officials and leaders from across the country have endorsed our campaign in the last few days. Now, I'm hoping to get your endorsement.

If you're with me, let me know by adding your name today: https://t.co/gnaFCAUzju https://t.co/FKLhU4xAzV",12133,3210,2020-03-04 23:32:00,1235347289935208448
"548","To everyone who has placed your faith in our campaign thus far, thank you. Your support means the world to me — and I hope I make you proud. I will do everything I can to bring this country together and restore the soul of our nation. https://t.co/prwo6rPAct",14414,2122,2020-03-05 00:45:00,1235365660957474816
"549","We are building the coalition that will defeat Donald Trump.",47775,5824,2020-03-05 01:20:00,1235374469079797760
"550","I'm blown away by the grassroots energy we've seen from Pete, Amy, and Beto supporters. Tuesday wouldn't have happened without all of you. It's going to take all of us to beat Donald Trump and I'd love to have you on our team: https://t.co/PuJ6qyW8Xz https://t.co/ZgA442XHiS",23896,4650,2020-03-05 13:52:00,1235563953830481920
"551","Senator @EWarren is the fiercest of fighters for middle class families. Her work in Washington, in Massachusetts, and on the campaign trail has made a real difference in people's lives. We needed her voice in this race, and we need her continued work in the Senate.",85857,9972,2020-03-05 17:20:00,1235616060906205184
"552","And to Bailey: Champ and Major would love to have you over any time.",19156,1561,2020-03-05 17:21:00,1235616413479550976
"553","We should not tear down Obamacare. Period. We need to protect and build on it with a new public option to ensure every American has access to the care they need.",36184,6042,2020-03-05 19:35:00,1235650035251122176
"554","Not a joke, folks. We added a bunch of new items to our campaign store that I think you'll like. Head to https://t.co/xnkThpmavv to stock up today. https://t.co/lGit9Flp8V",1966,473,2020-03-05 23:05:00,1235702883212918784
"555","I’m confident that with the help of @PeteButtigieg and his supporters, we will unite this country, we will beat Donald Trump, and we will restore honor and decency to the White House. https://t.co/zxEG7Dptzt",20773,3748,2020-03-05 23:55:00,1235715465890205696
"556","Here's the deal, folks: social security is on the ballot this year, and the choice couldn't be clearer: 

I'll protect and expand it. Donald Trump will cut it and take it away. https://t.co/Nyez4ihOPa",38616,13420,2020-03-06 00:36:00,1235725955726893056
"557","For all the hard-won progress we've made in the fight for LGBTQ+ equality, we're not done — not nearly. That's why I just released my plan to advance LGBTQ+ equality in America and around the world: https://t.co/RSlFCrVlrZ https://t.co/8GJxnx5h8f",7168,1961,2020-03-06 01:01:00,1235732075506012160
"558","Get real, Bernie. The only person who's going to cut Social Security if he's elected is Donald Trump. Maybe you should spend your time attacking him. https://t.co/7rwvXWmUWG",63347,13998,2020-03-06 01:07:00,1235733748563533824
"559","Donald Trump is the most corrupt president in modern American history — and the American people deserve to know what he is hiding in his tax returns. https://t.co/Idfuq9J8XU",28165,8880,2020-03-06 01:30:00,1235739373745958912
"560","We need a president who will choose unity over division.",56488,7254,2020-03-06 02:15:00,1235750698052202496
"561","Finally: a way to use Twitter without character limits. Check out what I had to say when @TwitterGov asked me about life on the campaign trail, what inspires me, and more: https://t.co/KUFTs9CnX6",9662,2872,2020-03-06 15:25:00,1235949508149661696
"562","They don’t call it Super Tuesday for nothing! https://t.co/ye8kvggu6W",8913,1845,2020-03-06 17:18:00,1235977945581326336
"563","This is a big moment for our campaign — and we could use your help to keep our momentum going. Chip in $5 to help us build the campaign that will defeat Donald Trump: https://t.co/QZumn9bs3A https://t.co/WH3diBXaiM",11253,2953,2020-03-06 18:56:00,1236002607946067968
"564","It’s time we restore the great American middle class — and this time, make sure everyone has a chance to come along. That starts with making a $15 minimum wage the law of the land. https://t.co/w0kfjEZPMd",8937,2238,2020-03-06 19:54:00,1236017332478242816
"565","I don't care who you're supporting, attacks like this against a man who could be the first Jewish President are disgusting and beyond the pale. Hatred and bigotry have no place in America — and it's up to all of us to root out these evils wherever they're found. https://t.co/Q1Pz3hRUDS",111938,21109,2020-03-06 20:18:00,1236023348481724416
"566","Climate change is the existential crisis of our time. On day one, I'll rejoin the Paris Agreement — and then rally the world to push our progress further.",35076,6221,2020-03-06 21:35:00,1236042621677690880
"567","We are so much better than who Donald Trump thinks we are. This is the United States of America. We treat each other with dignity, we leave nobody behind, and we give hate no safe harbor.",47907,8272,2020-03-06 23:45:00,1236075337164812288
"568","I can’t tell you how much I appreciate @PeteButtigieg’s endorsement. If you supported Pete, know that there is a home for you in our campaign. Join us in the fight to restore the soul of our nation: https://t.co/gnaFCAUzju https://t.co/VOu3qspbEt",29891,5275,2020-03-07 16:15:00,1236324479233449984
"569","To everyone who has been knocked down, counted out, or left behind — this is your campaign. Together, we will beat Donald Trump and set our nation on a new path. https://t.co/lOQFdTng0c",21895,4979,2020-03-07 17:32:00,1236343856699867136
"570","I'm about to take the stage from Missouri. Tune in to watch live: https://t.co/xVFPWVqXbn",1835,292,2020-03-07 18:37:00,1236360367430717440
"571","We're going to rebuild the great American middle class. And this time, we're going to bring everyone along regardless of race, gender, religion, ethnicity, sexual orientation, or disability.",33980,5853,2020-03-07 19:02:00,1236366505979154432
"572","I support #AB5 in California, which will give workers the dignity they deserve in the workplace. I agree with @transportworker that we can't let corporations undermine basic rights by adding these exemptions to ground-breaking legislation. https://t.co/bouzgRLBU7",2861,859,2020-03-07 20:01:00,1236381353811120128
"573","If you re-elect Donald Trump, he's going to cut Medicare and Social Security. I'm going to protect and expand these benefits. https://t.co/psf4xAs3YS",15817,5400,2020-03-07 21:50:00,1236408784492298240
"574","I'm about to take the stage from Missouri. Tune in to watch live: https://t.co/JnUHTuV8VH",8409,1880,2020-03-07 23:26:00,1236433064038780928
"575","“Rosie the Riveter"" represents the American women who worked in factories during World War II.

Their resilience and hard work helped us win the war.  

Agnes was one of them. I called her on her 100th birthday, and I could not be more proud to have her support. https://t.co/2toIvuhmsw",13905,3277,2020-03-08 00:30:00,1236449049865224192
"576","#WhereIsJoe https://t.co/R4y5wE8CKT",16942,2762,2020-03-08 01:36:00,1236465665864880128
"577","Kamala — You’ve spent your whole career fighting for folks who’ve been written off and left behind — and no small part of that alongside Beau. From our family: thank you.

https://t.co/ePtRKVjzXB",77612,12997,2020-03-08 12:03:00,1236623516226785280
"578","If we give Donald Trump four more years in the White House, our planet may never recover.",75786,11326,2020-03-08 17:16:00,1236702218092515328
"579","On this #InternationalWomensDay, it’s a hard truth that, in 2020, we have not yet reached gender equality in our society. I promise that, as president, I will use every tool available to me and take every opportunity to change that. https://t.co/iRRzgi77cg",11510,2660,2020-03-08 18:55:00,1236727132044304384
"580","I'm about to take the stage from Mississippi. Tune in to watch live: https://t.co/5VopdE1MvO",7942,1618,2020-03-08 21:07:00,1236760575528464384
"581","If we are to realize the dream of gender equality, we can't be disheartened or disengaged. Instead we must recommit to fighting for progress, for our own sake and for the sake of all peoples. We can — and will — do this.

Join us: https://t.co/py7dyozsYx https://t.co/PJdq16s6xc",9685,2601,2020-03-08 21:45:00,1236769913995313152
"582","In Mississippi — and around the nation — the daily scourge of gun violence is tearing our communities apart. Enough is enough. We can’t go on like this. We have to take on the @NRA and end our gun violence epidemic. https://t.co/OGXm9V5IdX",6730,1777,2020-03-08 23:16:00,1236792814823849984
"583","We are in a battle for the soul of our nation — and Donald Trump is poison to our soul. We have to get him out of the White House.",56797,9541,2020-03-09 00:05:00,1236805146312466432
"584",".@JohnDelaney is a man of great character, and I'm honored to have his endorsement. Together, we'll beat Donald Trump and restore the soul of this nation. https://t.co/GatAWB20jt",12766,2149,2020-03-09 01:18:00,1236823760210141184
"585","On the anniversary of the passage of #HR1, we must recommit ourselves to eliminating all private dollars from our federal elections and restoring the Voting Rights Act.

Our government should work #ForThePeople — not just the powerful. https://t.co/DrG857YW0E",7697,2071,2020-03-09 02:00:00,1236834273526779904
"586","Cory — Your leadership has given hope to so many and has inspired our nation to rise to meet the challenges of today. I'm incredibly grateful for your endorsement — and I look forward to working alongside you to unite the country and defeat Donald Trump. https://t.co/VvWH8E3WBU",28855,4882,2020-03-09 16:15:00,1237049339241005056
"587","We're building the campaign that will defeat Donald Trump — and his team is worried. Chip in to help us make Trump a one-term president: https://t.co/evWQiKMRWT https://t.co/N6l3eWF15k",6012,1308,2020-03-09 17:51:00,1237073537342603264
"588","Senator @CoryBooker is joining me on the campaign trail in Flint, Michigan. Tune in to watch live: https://t.co/FlNzrqt8Nq",8795,1756,2020-03-09 18:50:00,1237088318602579968
"589","Our diversity is, and has always been, our greatest strength as a nation. Donald Trump doesn't get that — we need a president who does.",16946,2771,2020-03-09 19:40:00,1237100844559904768
"590","Now is not the time to divide the party and tear down fellow Democrats. Now is the time to come together to defeat Donald Trump. https://t.co/rkCHKL19dU",19717,5072,2020-03-09 20:15:00,1237109652568944640
"591","In moments of crisis, presidential leadership is even more important. But time and time again, Donald Trump has proven just how incapable he is of rising to the occasion. He is dangerously unfit to lead our country through a global health challenge. https://t.co/UIIk2gh4ht",26739,6420,2020-03-09 21:51:00,1237133991855169536
"592","Jill and I wish a Happy Holi to those celebrating the arrival of spring and the Festival of Colors! May the rest of your year be filled with a rainbow of colors and optimism. #Holi2020",11035,2097,2020-03-09 23:01:00,1237151428201897984
"593","I put my faith in Michigan in the depths of the Great Recession — and if you believe, as I do, that our greatest days still lie ahead, I hope that you’ll put your faith in Team Joe tomorrow. https://t.co/OvL5KU2Vap",18712,3803,2020-03-09 23:45:00,1237162500757409792
"594","Nothing can top this endorsement. https://t.co/sfJpFQ8ig8",22237,5388,2020-03-10 00:45:00,1237177600314753024
"595","A wall won’t stop a virus.
Racism won’t stop a virus.

Do your job. https://t.co/Mj4Zx0ccPS",147456,25800,2020-03-10 13:45:00,1237373939837526016
"596","Today’s the day! If you live in ID, MI, MS, MO, ND, or WA head to https://t.co/Hy8C4mIL2M to confirm your polling location and make sure to get out and vote. https://t.co/8QgL6QT4op",5919,1704,2020-03-10 14:45:00,1237388993869774848
"597","I give you my word as a Biden: If I am elected president, I will do everything in my power to protect our children from gun violence. https://t.co/MQjnz97S0m",25481,5163,2020-03-10 16:12:00,1237410887650041856
"598","We need a president who will stand up to the @NRA — not stand with them against gun safety reform. https://t.co/ORwxGiSJHY",11648,3265,2020-03-10 17:54:00,1237436556685627392
"599","If you live in:

- Idaho
- Michigan
- Mississippi
- Missouri
- North Dakota
- Washington

You vote today! Head to https://t.co/Hy8C4n0lUk to find all the info you need to make your voice heard. https://t.co/N7dP0nNLFI",11089,2812,2020-03-10 20:10:00,1237470782260830208
"600","Unite. Vote. Win. https://t.co/o3a2gLKIol",30906,4645,2020-03-10 22:20:00,1237503497664258048
"601","Thank you, Mississippi! https://t.co/BWO44uWIo9",30134,4210,2020-03-11 00:01:00,1237529014329159680
"602","Thank you, Missouri! https://t.co/U30Dm3y2MK",34713,4328,2020-03-11 00:39:00,1237538649207492608
"603","Thank you, Michigan! https://t.co/dpgKmRHoYb",52558,6673,2020-03-11 01:08:00,1237545869529845760
"604","I'm about to take the stage from Philadelphia. Tune in to watch live: https://t.co/7iFG4bzfpi",11723,2023,2020-03-11 02:49:00,1237571284042534912
"605","Thank you to all of our incredible supporters and volunteers across the country — tonight's victories wouldn't be possible without your support. Together, we'll win this nomination, beat Donald Trump, and take back this country! https://t.co/iovKeWNaE4",10632,1973,2020-03-11 03:08:00,1237576118099574784
"606","Tonight made one thing clear: We're building the campaign that will win this nomination and defeat Donald Trump. 

If you're with us, chip in today to keep our momentum going strong: https://t.co/frm9ur9tEd",7140,1435,2020-03-11 03:45:00,1237585402816425984
"607","It's been a great night — thank you for all of your support! We’re bringing this party together and it's going to take all of us to keep it going. Chip in now to take us across the finish line and defeat Donald Trump: https://t.co/wn91EhVZ5V https://t.co/vncQYgE6Eg",31452,5009,2020-03-11 04:24:00,1237595289491517440
"608","Donald Trump is incapable of effectively handling the coronavirus crisis. https://t.co/dKLazVkJgw",13615,3182,2020-03-11 13:56:00,1237739049735073792
"609","Once we get Donald Trump out of the White House, we have an enormous opportunity to build the future this nation deserves. A future where every American has access to affordable health care, where we end our gun violence epidemic, and where we tackle the climate crisis head-on.",66018,11728,2020-03-11 15:30:00,1237762706939273216
"610","If you're a member of the #KHive, know that there is a home for you in our campaign. I would be honored to have your support. https://t.co/3GqvPi1E0y",39869,8053,2020-03-11 17:42:00,1237795924656578560
"611","Today is a historic day for the #MeToo movement &amp; for survivors of sexual violence. The bravery of those who stopped Weinstein cannot be overstated, &amp; the burden of speaking out cannot be on survivors alone. We have to change our culture &amp; our system to end sexual assault. https://t.co/LIhnOv8bFg",20595,3284,2020-03-11 19:30:00,1237823320206258176
"612",".@AndrewYang is one of the brightest minds there is when it comes to the challenges we face in the Fourth Industrial Revolution. I'm honored to have his endorsement — and look forward to working with him to ensure every worker can succeed in the changing 21st-century economy.",35584,5061,2020-03-11 20:18:00,1237835183321120768
"613","I wish Donald Trump would just be quiet and let the experts do the talking when it comes to the coronavirus. https://t.co/x47PGPls2Y",16222,3348,2020-03-11 22:20:00,1237865885551022080
"614","After last night, we are one step closer to restoring decency, dignity, and honor to the White House.",41497,4878,2020-03-11 23:39:00,1237885911809081344
"615","Donald Trump's ""Remain in Mexico"" policy is dangerous, inhumane, and goes against everything we stand for as a nation of immigrants. My administration will end it. https://t.co/toYzMaPP1Y",12234,2826,2020-03-12 00:08:00,1237893066981117952
"616","Together, we're creating a movement that will defeat Donald Trump and restore the soul of this nation. https://t.co/vAylAFIwFn",8675,1929,2020-03-12 14:25:00,1238108735798681600
"617","At this moment — when there is so much fear in the country and all across the world — we need American leadership. We need presidential leadership.

Today at 1:00 PM EST, I’ll be addressing the nation on how we should be moving forward to confront the #CoronavirusPandemic.",37460,7324,2020-03-12 15:00:00,1238117544604680192
"618","To all those who have been knocked down, counted out, or left behind — this is your campaign. We need you and we want you in this fight.

Join us: https://t.co/gnaFCACYrW https://t.co/ACpw1DseBe",6689,1372,2020-03-12 16:20:00,1238137676475359232
"619","I'm about to address the nation on how we should confront the corona virus pandemic. Tune in to watch live: https://t.co/OdaeTNw40B",16727,3689,2020-03-12 17:32:00,1238155901753683968
"620","Today, I'm releasing my plan to combat the coronavirus. We need:

- A decisive public health response to curb the spread of this disease and provide treatment to those in need
- A decisive economic response that delivers real relief https://t.co/xjxsDn2qCD",27909,6809,2020-03-12 18:51:00,1238175676940853248
"621","We need to ensure that every person who needs a coronavirus test can get one — and that the test is free. Period.",91145,13874,2020-03-12 19:20:00,1238182975109500928
"622","No president can promise to prevent future outbreaks, but I can promise you this: When I'm president, we will be better prepared, respond better, and recover better. We'll lead with science and listen to the experts. And I will always, always tell you the truth.",136055,22124,2020-03-12 21:18:00,1238212670660083712
"623",".@CoryBooker is right — this is our moment in history. We need your help to beat Donald Trump and set our nation on a new path. If you’re with us, chip in today: https://t.co/SxalF8DnNU https://t.co/kfq0AMwyZm",6770,1544,2020-03-12 22:55:00,1238237081501130752
"624","A wall will not stop the coronavirus.

Banning all travel from Europe — or any other part of the world — will not stop it.

This disease could impact every nation and any person on the planet — and we need a plan to combat it.",62959,10963,2020-03-13 00:05:00,1238254697695326208
"625","At a moment when there is so much fear around the world, we need honest, steady, trusted American leadership.

If I’m elected president, I promise you I'll strive to give the nation that very leadership every day. https://t.co/WjOHDVMb6X",18968,3825,2020-03-13 01:05:00,1238269797197987840
"626","I believe this nation can overcome four years of Donald Trump. But if he’s given eight years in the White House, he will forever and fundamentally alter the character of this nation.

We can’t let that happen. We have to defeat Donald Trump.",62821,11396,2020-03-13 14:20:00,1238469865578606592
"627","We’re building a campaign powered by the backbone and the base of the Democratic party. A campaign that will defeat Donald Trump and restore the soul of this nation. Join us: https://t.co/gnaFCACYrW",6516,1549,2020-03-13 18:05:00,1238526488774938624
"628","The White House is no place for on-the-job training — Donald Trump's handling of the coronavirus has made that even more clear. We need a president who is ready to clean up his mess, take responsibility, and lead us forward on day one.",68222,12246,2020-03-14 17:10:00,1238875185773772800
"629","I know many are anxious about the spread of the coronavirus and the threat it poses. And my thoughts are with all those affected, our first responders and health care providers who are putting themselves on the line for others, and everyone making sacrifices to stop the spread.",21046,4001,2020-03-14 18:56:00,1238901772455993344
"630","This crisis requires a national response. Not just from our elected leaders, or public health officials—but from all of us. We must follow the guidance of the @CDCgov and health officials and take appropriate precautions to protect ourselves and, critically, to protect others.",5302,996,2020-03-14 18:56:00,1238901773307445248
"631","The American people have the capacity to meet this moment. We will come together, look out for one another, and harness the ingenuity of our scientists. We can and will meet this challenge—together. https://t.co/xjxsDn2qCD",4554,1007,2020-03-14 18:56:00,1238901774112755712
"632","The coronavirus will not discriminate based on national origin, race, gender, or zip code. It will touch people in positions of power and the most vulnerable in our society.

We need to take action to combat it.

https://t.co/6TVMKr9ygx https://t.co/E7J9olEhIR",14283,3446,2020-03-14 22:36:00,1238957075637497856
"633","The right to vote is the most sacred American right there is. State election officials are working closely with public health officials to hold safe elections. If you are feeling healthy, not showing symptoms, and not at risk of being exposed to COVID-19: please vote on Tuesday.",19452,4288,2020-03-15 14:43:00,1.239200647616e+18
"634","If you're exhibiting symptoms of COVID-19 — or might be at risk — absentee or vote by mail options are the best way to make your voice heard, while protecting your neighbors.",6238,1500,2020-03-15 14:46:00,1239201266410164224
"635","I'm incredibly grateful for @SpeakerPelosi's leadership every day — but especially in times of crisis. @senatemajldr McConnell should bring back the Senate immediately and pass this important bill to provide relief for American families. https://t.co/eylYXfvFNm",20116,4522,2020-03-15 17:06:00,1239236425364787200
"636","No President can promise to prevent future outbreaks. But I can promise you that when I'm President, we will prepare better, respond better, and recover better. https://t.co/FwxXvfTchd",32995,6587,2020-03-15 18:35:00,1239258814005694464
"637","Across the country, middle and working class families are being squeezed by debt. This is a massive problem, and one that we need all of the best ideas to solve. That's why today, I'm adopting two plans from @BernieSanders and @ewarren to achieve this.",38633,7729,2020-03-15 19:59:00,1239280175826731008
"638","First: Bernie has put forward a plan that would make public colleges and universities free for families whose income is below $125,000. It's a good idea, and after consideration, I am proud to add it to my platform.",16015,2385,2020-03-15 19:59:00,1239280176594288640
"639","Second: Few people in the country understand how bankruptcy hurts working families more than Elizabeth Warren. Today, I am fully endorsing and adopting her bankruptcy plan, which she called ""Fixing Our Bankruptcy System to Give People a Second Chance.""",14367,2385,2020-03-15 19:59:00,1239280177324134400
"640","This primary has brought out our party's best ideas, and our nation is better for it. If I'm President, I'll continue to bring the best ideas from all corners of the country and fight to make them reality. To see these plans, you can go to my website: https://t.co/8bAii5T2FF",8419,1680,2020-03-15 19:59:00,1239280178091692032
"641","When we have a coronavirus vaccine ready to go, it should be made widely available, free of charge. Period.",94449,13560,2020-03-15 22:50:00,1239322986823352320
"642","We need leadership that listens to science.
 
We need leaders who listen to experts and heed their advice.
 
We need American leadership that will rally the world to meet global threats.
 
We need leaders who are honest.
 
That is the responsibility of a president. https://t.co/zcdYiNWRCf",11339,3702,2020-03-15 23:55:00,1239339344537604096
"643","This is a crisis. We’re at war with a virus. 

No one should have to pay for coronavirus health care costs. #DemDebate",11351,2195,2020-03-16 00:18:00,1239345243696160768
"644","This is bigger than any one of us. This calls for a national rallying to come together. #DemDebate",4846,849,2020-03-16 00:23:00,1239346578684510208
"645","People want results, not a revolution. #DemDebate",28494,4480,2020-03-16 00:31:00,1239348555736907776
"646","All those people Bernie says he cares about would have been in deep trouble without the bailout in 2008/2009. It was about saving the economy — and I agree with Bernie, some bank executives should have gone to jail. #DemDebate",4407,1098,2020-03-16 00:46:00,1239352291448233984
"647","Senator @BernieSanders' attacks on my record on Social Security are a bunch of malarkey — and @PolitiFact agrees.

We should be focused on going after Donald Trump — not fellow Democrats. #DemDebate https://t.co/PEfKDyUBlW",12071,4361,2020-03-16 00:49:00,1239353172835082240
"648","People need help now. Not four years from now. Not eight years from now. We need a health care plan that can pass. #DemDebate",4806,1081,2020-03-16 00:52:00,1239353763820961792
"649","I took on Paul Ryan's cuts to Medicare and Social Security — to his face. #DemDebate https://t.co/wXp61eg5lf",4566,1473,2020-03-16 00:56:00,1239354904004698112
"650","Bernie Sanders voted against the Brady background check bill that has kept 3 million firearms out of dangerous hands, not once, not twice, but five times. 

We need a president who will stand up to the @NRA — not one who stood with them against lifesaving gun safety measures.",10395,2817,2020-03-16 01:03:00,1239356529612132352
"651","If Senator @BernieSanders is the nominee, I will throw my full weight behind his campaign and do everything I can to get him elected. If I am the nominee, I hope he will do the same. Nothing can keep us from being united in the fight to defeat Trump. #DemDebate",65199,9603,2020-03-16 01:04:00,1239356795463794688
"652","My running mate will be a woman. #DemDebate",150206,18970,2020-03-16 01:10:00,1239358461999222784
"653","Bernie Sanders voted against comprehensive immigration reform — and then went on TV with Lou Dobbs to brag about it.

Immigrants don't take our jobs. They create jobs. And we need a President who believes that to his or her core. #DemDebate https://t.co/lHePLtlTpo",7184,3235,2020-03-16 01:17:00,1239360027372204032
"654","There is no denying the existential threat of climate change — and time is running out to address it. We have to take unprecedented action here at home and rally the world to tackle this crisis head on.
 
Read the full plan: https://t.co/FbsOsyQkIo",2286,671,2020-03-16 01:32:00,1239363997817868288
"655","No se puede negar la amenaza existencial del cambio climático, y se está acabando el tiempo para abordarlo. Tenemos que tomar medidas sin precedentes aquí en nuestro país y unir al mundo para hacer frente a esta crisis. 

Lea el plan completo: https://t.co/FbsOsyQkIo",1332,392,2020-03-16 01:33:00,1239364065413267456
"656","We have to treat climate change like the existential threat it is. As president, I will:

- End subsidies for fossil fuel corporations
- Ban new drilling on federal lands &amp; waters
- Hold oil executives accountable
- Rally the world to raise the commitments of the Paris Agreement",10087,2459,2020-03-16 01:34:00,1239364431294926848
"657","Xenophobia is a disease. #DemDebate",6688,1015,2020-03-16 01:39:00,1239365671898750976
"658","We need a comprehensive response to the coronavirus outbreak. My plan mounts a decisive public health response to curb the spread of this disease and provide treatment to those in need, and a decisive economic response that delivers real relief.

https://t.co/xjxsDn2qCD https://t.co/WQgl2SyM4z",3348,890,2020-03-16 01:48:00,1239367915171971072
"659","The coronavirus pandemic is like a war. And in a war, you do whatever is needed to be done to take care of your people. #DemDebate https://t.co/3U1aarm3Ho",5701,1488,2020-03-16 01:56:00,1239370040404828160
"660","Watch me. https://t.co/q8IAIlxWA2",46130,6110,2020-03-16 02:01:00,1239371184279621632
"661","We're building the campaign that will win this nomination and defeat Donald Trump. If you're with us, please chip in what you can right now to keep the momentum going from tonight's #DemDebate: https://t.co/K7gZczYZlN",2643,668,2020-03-16 02:04:00,1239371922204483584
"662","$90 billion in clean energy funding. A huge reduction in the cost of solar so that we'll never build another coal plant again. 



I did that. Bernie watched. #DemDebate",9851,2108,2020-03-16 02:14:00,1239374325041463296
"663","I know times are tough — but we’re going to get through this. 

We’ve got four big primaries coming up on Tuesday, and our campaign could really use your help. Chip in what you can — I really appreciate it: https://t.co/CoE18Qvo1b https://t.co/lfA6xEp9MI",16213,3378,2020-03-16 04:39:00,1239411048232505344
"664","We need a president who will always choose science over fiction.",89952,13007,2020-03-16 14:28:00,1239559042214825984
"665","Thank you to our health care providers, first responders, grocery and other retail workers, and so many others that are keeping us safe and prepared. This coronavirus pandemic makes it clear that all workers deserve paid sick live, workplace protections and unemployment benefits.",33698,6220,2020-03-16 18:25:00,1239618931058511872
"666","In the wake of the coronavirus, we need a major bailout package that delivers real relief to the American people — not more handouts for giant corporations. https://t.co/Fi8SwNXDU5",8505,2293,2020-03-16 19:15:00,1239631268209479680
"667","The coronavirus pandemic is bigger than any one individual. This moment requires all of us to come together — across the country and around the world — to solve this crisis. https://t.co/cbPrIYyjsa",7608,1933,2020-03-16 20:45:00,1239653917740466176
"668","We are in a battle for the soul of this nation. Donald Trump threatens everything we stand for, he has:

- Fanned the flames of hate
- Embraced white supremacists
- Separated families at the border
- Threatened our democracy

We have to get him out of the White House.",52493,10748,2020-03-16 21:45:00,1239669017327087616
"669","If I win the nomination, my pick for vice president will be a woman. If I win the presidency and have the opportunity, I will name the first black woman ever to the Supreme Court.

A Biden administration will reflect the country we are proud to work for. https://t.co/1rFvE94YIg",21496,4280,2020-03-16 23:25:00,1239694182697992192
"670","Coronavirus is bigger than any one of us. Please take care of yourself, wash your hands, and practice social distancing. We will get through this — together. https://t.co/133eiugfnJ",28287,5654,2020-03-17 01:45:00,1239729414809608192
"671","Thank you, Washington! https://t.co/j4tXRZ4znk",27171,3964,2020-03-17 02:04:00,1239734203555762176
"672","Michigan’s response has far outpaced the federal government’s in this crisis. Gov. Whitmer is leading decisively, while you are live-tweeting her appearances on cable news.

We need a president who will do their job and lead this country. https://t.co/WaZhxOdy6x",40058,8575,2020-03-17 15:12:00,1239932555333373952
"673","My mom always said, ""Being Irish is about faith, family, and courage.""

Today, we celebrate the strong role Irish-Americans have played in our communities, the strength of the U.S.-Ireland relationship, and the ongoing values shared by our two nations. Happy St. Patrick's Day! https://t.co/iUwvpb4Zk8",11191,1851,2020-03-17 15:45:00,1239940807966085120
"674","Elections are happening today in Arizona, Florida, and Illinois. I encourage folks to vote by mail or curbside vote if you can. If you vote in person, please wash your hands, don’t touch your face, and stay 6’ from others in line. Learn more: https://t.co/yzZZp4uKFk",6751,1866,2020-03-17 18:56:00,1239988874807586816
"675","This crisis requires a decisive economic response. We need to do whatever it takes to deliver relief for our families and ensure the stability of our economy.",15739,3019,2020-03-17 19:57:00,1240004225641394176
"676","This moment demands that we choose:

Hope over fear
Unity over division
Truth over lies
Science over fiction",68011,12541,2020-03-17 22:20:00,1240040212903968768
"677","Thank you, Florida! https://t.co/i0x0LE5xhs",44932,5994,2020-03-18 00:05:00,1240066849674575872
"678","Thank you, Illinois! https://t.co/CzdD7EuPTE",28903,4127,2020-03-18 00:27:00,1240072327972491264
